time_s,timestamp,rss_mb,vms_mb,cpu_percent,disk_read_mb,disk_write_mb,disk_read_rate_mb_s,disk_write_rate_mb_s
21.447,2026-06-26T00:03:53.224456,87349.984,120867.742,8.596,224.929,0.04,3.65,0.0
21.497,2026-06-26T00:03:53.274801,88864.684,120867.742,20.949,224.929,0.04,0.01,0.0
21.586,2026-06-26T00:03:53.364078,91551.199,120867.742,29.897,225.253,0.04,3.633,0.0
21.637,2026-06-26T00:03:53.414462,93059.816,120867.742,35.743,225.254,0.04,0.01,0.0
21.725,2026-06-26T00:03:53.502863,93297.055,120867.742,31.842,225.578,0.04,3.674,0.0
21.775,2026-06-26T00:03:53.553204,92481.668,120867.742,22.522,225.579,0.04,0.01,0.0
21.864,2026-06-26T00:03:53.641383,91099.668,120867.742,16.111,225.903,0.04,3.682,0.0
21.914,2026-06-26T00:03:53.691728,90266.43,120867.742,11.51,225.903,0.04,0.01,0.0
22.002,2026-06-26T00:03:53.779847,88864.766,120867.742,8.376,226.227,0.04,3.685,0.0
22.052,2026-06-26T00:03:53.830192,88031.344,120867.742,6.096,226.228,0.04,0.01,0.0
22.146,2026-06-26T00:03:53.923391,86860.23,120867.742,5.727,226.552,0.04,3.482,0.0
22.196,2026-06-26T00:03:53.973757,88322.062,120867.742,18.876,226.552,0.04,0.01,0.0
22.285,2026-06-26T00:03:54.062715,90895.141,120867.742,28.323,226.876,0.04,3.65,0.0
22.335,2026-06-26T00:03:54.113076,92354.711,120867.742,34.967,226.877,0.04,0.01,0.0
22.424,2026-06-26T00:03:54.202280,94062.0,120916.121,37.84,227.201,0.04,3.641,0.0
22.475,2026-06-26T00:03:54.252654,94086.781,120916.121,41.345,227.201,0.04,0.01,0.0
22.565,2026-06-26T00:03:54.342831,93998.637,120964.5,41.172,227.526,0.04,3.603,0.0
22.615,2026-06-26T00:03:54.393183,93156.938,120386.68,29.053,227.526,0.04,0.01,0.0
22.703,2026-06-26T00:03:54.481115,91785.496,119924.426,20.657,227.85,0.04,3.692,0.0
